account_id,metric_time,tenure_metric,count_unscaled,scaling,unfriend_28avg_84obs
14,2020-02-23,49.0,1,0.5714285714285714,0.5714285714285714
14,2020-03-01,56.0,1,0.5,0.5
14,2020-03-08,63.0,1,0.4444444444444444,0.4444444444444444
14,2020-03-15,70.0,1,0.4,0.4
14,2020-03-22,77.0,1,0.36363636363636365,0.36363636363636365
14,2020-03-29,84.0,1,0.3333333333333333,0.3333333333333333
14,2020-04-05,91.0,1,0.3333333333333333,0.3333333333333333
14,2020-04-12,98.0,1,0.3333333333333333,0.3333333333333333
14,2020-04-19,105.0,1,0.3333333333333333,0.3333333333333333
14,2020-04-26,112.0,1,0.3333333333333333,0.3333333333333333
14,2020-05-03,119.0,1,0.3333333333333333,0.3333333333333333
14,2020-05-10,126.0,1,0.3333333333333333,0.3333333333333333
15,2020-02-23,27.0,1,1.037037037037037,1.037037037037037
15,2020-03-01,34.0,1,0.8235294117647058,0.8235294117647058
15,2020-03-08,41.0,1,0.6829268292682927,0.6829268292682927
15,2020-03-15,48.0,1,0.5833333333333334,0.5833333333333334
15,2020-03-22,55.0,1,0.509090909090909,0.509090909090909
15,2020-03-29,62.0,1,0.45161290322580644,0.45161290322580644
15,2020-04-05,69.0,1,0.4057971014492754,0.4057971014492754
15,2020-04-12,76.0,1,0.3684210526315789,0.3684210526315789
15,2020-04-19,83.0,1,0.3373493975903614,0.3373493975903614
15,2020-04-26,90.0,1,0.3333333333333333,0.3333333333333333
15,2020-05-03,97.0,1,0.3333333333333333,0.3333333333333333
15,2020-05-10,104.0,1,0.3333333333333333,0.3333333333333333
16,2020-03-01,47.0,1,0.5957446808510638,0.5957446808510638
16,2020-03-08,54.0,1,0.5185185185185185,0.5185185185185185
16,2020-03-15,61.0,2,0.45901639344262296,0.9180327868852459
16,2020-03-22,68.0,3,0.4117647058823529,1.2352941176470589
16,2020-03-29,75.0,3,0.37333333333333335,1.12
16,2020-04-05,82.0,3,0.34146341463414637,1.024390243902439
16,2020-04-12,89.0,3,0.3333333333333333,1.0
16,2020-04-19,96.0,3,0.3333333333333333,1.0
16,2020-04-26,103.0,3,0.3333333333333333,1.0
16,2020-05-03,110.0,3,0.3333333333333333,1.0
16,2020-05-10,117.0,3,0.3333333333333333,1.0
17,2020-05-10,109.0,1,0.3333333333333333,0.3333333333333333
18,2020-02-02,25.0,2,1.12,2.24
18,2020-02-09,32.0,2,0.875,1.75
18,2020-02-16,39.0,2,0.717948717948718,1.435897435897436
18,2020-02-23,46.0,2,0.6086956521739131,1.2173913043478262
18,2020-03-01,53.0,3,0.5283018867924528,1.5849056603773586
18,2020-03-08,60.0,3,0.4666666666666667,1.4
18,2020-03-15,67.0,3,0.417910447761194,1.2537313432835822
18,2020-03-22,74.0,3,0.3783783783783784,1.135135135135135
18,2020-03-29,81.0,3,0.345679012345679,1.037037037037037
18,2020-04-05,88.0,3,0.3333333333333333,1.0
18,2020-04-12,95.0,3,0.3333333333333333,1.0
18,2020-04-19,102.0,1,0.3333333333333333,0.3333333333333333
18,2020-04-26,109.0,1,0.3333333333333333,0.3333333333333333
18,2020-05-03,116.0,1,0.3333333333333333,0.3333333333333333
18,2020-05-10,123.0,1,0.3333333333333333,0.3333333333333333
20,2020-04-05,81.0,1,0.345679012345679,0.345679012345679
20,2020-04-12,88.0,1,0.3333333333333333,0.3333333333333333
20,2020-04-19,95.0,1,0.3333333333333333,0.3333333333333333
20,2020-04-26,102.0,1,0.3333333333333333,0.3333333333333333
20,2020-05-03,109.0,1,0.3333333333333333,0.3333333333333333
20,2020-05-10,116.0,1,0.3333333333333333,0.3333333333333333
21,2020-02-16,24.0,1,1.1666666666666667,1.1666666666666667
21,2020-02-23,31.0,1,0.9032258064516129,0.9032258064516129
21,2020-03-01,38.0,1,0.7368421052631579,0.7368421052631579
21,2020-03-08,45.0,1,0.6222222222222222,0.6222222222222222
21,2020-03-15,52.0,1,0.5384615384615384,0.5384615384615384
21,2020-03-22,59.0,1,0.4745762711864407,0.4745762711864407
21,2020-03-29,66.0,1,0.42424242424242425,0.42424242424242425
21,2020-04-05,73.0,1,0.3835616438356164,0.3835616438356164
21,2020-04-12,80.0,1,0.35,0.35
21,2020-04-19,87.0,1,0.3333333333333333,0.3333333333333333
21,2020-04-26,94.0,1,0.3333333333333333,0.3333333333333333
21,2020-05-03,101.0,2,0.3333333333333333,0.6666666666666666
21,2020-05-10,108.0,1,0.3333333333333333,0.3333333333333333
23,2020-02-09,39.0,1,0.717948717948718,0.717948717948718
23,2020-02-16,46.0,2,0.6086956521739131,1.2173913043478262
23,2020-02-23,53.0,2,0.5283018867924528,1.0566037735849056
23,2020-03-01,60.0,2,0.4666666666666667,0.9333333333333333
23,2020-03-08,67.0,2,0.417910447761194,0.835820895522388
23,2020-03-15,74.0,2,0.3783783783783784,0.7567567567567568
23,2020-03-22,81.0,3,0.345679012345679,1.037037037037037
23,2020-03-29,88.0,3,0.3333333333333333,1.0
23,2020-04-05,95.0,3,0.3333333333333333,1.0
23,2020-04-12,102.0,3,0.3333333333333333,1.0
23,2020-04-19,109.0,3,0.3333333333333333,1.0
23,2020-04-26,116.0,4,0.3333333333333333,1.3333333333333333
23,2020-05-03,123.0,3,0.3333333333333333,1.0
23,2020-05-10,130.0,2,0.3333333333333333,0.6666666666666666
25,2020-02-02,19.0,1,1.4736842105263157,1.4736842105263157
25,2020-02-09,26.0,1,1.0769230769230769,1.0769230769230769
25,2020-02-16,33.0,1,0.8484848484848485,0.8484848484848485
25,2020-02-23,40.0,1,0.7,0.7
25,2020-03-01,47.0,1,0.5957446808510638,0.5957446808510638
25,2020-03-08,54.0,1,0.5185185185185185,0.5185185185185185
25,2020-03-15,61.0,1,0.45901639344262296,0.45901639344262296
25,2020-03-22,68.0,1,0.4117647058823529,0.4117647058823529
25,2020-03-29,75.0,1,0.37333333333333335,0.37333333333333335
25,2020-04-05,82.0,1,0.34146341463414637,0.34146341463414637
25,2020-04-12,89.0,1,0.3333333333333333,0.3333333333333333
26,2020-03-22,72.0,1,0.3888888888888889,0.3888888888888889
26,2020-03-29,79.0,1,0.35443037974683544,0.35443037974683544
26,2020-04-05,86.0,1,0.3333333333333333,0.3333333333333333
26,2020-04-12,93.0,1,0.3333333333333333,0.3333333333333333
26,2020-04-19,100.0,1,0.3333333333333333,0.3333333333333333
26,2020-04-26,107.0,1,0.3333333333333333,0.3333333333333333
26,2020-05-03,114.0,1,0.3333333333333333,0.3333333333333333
26,2020-05-10,121.0,1,0.3333333333333333,0.3333333333333333
27,2020-02-16,18.0,1,1.5555555555555556,1.5555555555555556
27,2020-02-23,25.0,1,1.12,1.12
27,2020-03-01,32.0,1,0.875,0.875
27,2020-03-08,39.0,1,0.717948717948718,0.717948717948718
27,2020-03-15,46.0,1,0.6086956521739131,0.6086956521739131
27,2020-03-22,53.0,1,0.5283018867924528,0.5283018867924528
27,2020-03-29,60.0,1,0.4666666666666667,0.4666666666666667
27,2020-04-05,67.0,1,0.417910447761194,0.417910447761194
27,2020-04-12,74.0,1,0.3783783783783784,0.3783783783783784
27,2020-04-19,81.0,1,0.345679012345679,0.345679012345679
27,2020-04-26,88.0,1,0.3333333333333333,0.3333333333333333
27,2020-05-03,95.0,1,0.3333333333333333,0.3333333333333333
27,2020-05-10,102.0,1,0.3333333333333333,0.3333333333333333
28,2020-03-15,69.0,1,0.4057971014492754,0.4057971014492754
28,2020-03-22,76.0,1,0.3684210526315789,0.3684210526315789
28,2020-03-29,83.0,1,0.3373493975903614,0.3373493975903614
28,2020-04-05,90.0,1,0.3333333333333333,0.3333333333333333
28,2020-04-12,97.0,1,0.3333333333333333,0.3333333333333333
28,2020-04-19,104.0,1,0.3333333333333333,0.3333333333333333
28,2020-04-26,111.0,1,0.3333333333333333,0.3333333333333333
28,2020-05-03,118.0,1,0.3333333333333333,0.3333333333333333
28,2020-05-10,125.0,1,0.3333333333333333,0.3333333333333333
31,2020-02-02,20.0,1,1.4,1.4
31,2020-02-09,27.0,1,1.037037037037037,1.037037037037037
31,2020-02-16,34.0,2,0.8235294117647058,1.6470588235294117
31,2020-02-23,41.0,2,0.6829268292682927,1.3658536585365855
31,2020-03-01,48.0,2,0.5833333333333334,1.1666666666666667
31,2020-03-08,55.0,3,0.509090909090909,1.5272727272727271
31,2020-03-15,62.0,3,0.45161290322580644,1.3548387096774193
31,2020-03-22,69.0,3,0.4057971014492754,1.2173913043478262
31,2020-03-29,76.0,3,0.3684210526315789,1.1052631578947367
31,2020-04-05,83.0,3,0.3373493975903614,1.0120481927710843
31,2020-04-12,90.0,3,0.3333333333333333,1.0
31,2020-04-19,97.0,3,0.3333333333333333,1.0
31,2020-04-26,104.0,2,0.3333333333333333,0.6666666666666666
31,2020-05-03,111.0,2,0.3333333333333333,0.6666666666666666
31,2020-05-10,118.0,1,0.3333333333333333,0.3333333333333333
33,2020-05-10,106.0,1,0.3333333333333333,0.3333333333333333
34,2020-03-15,46.0,1,0.6086956521739131,0.6086956521739131
34,2020-03-22,53.0,1,0.5283018867924528,0.5283018867924528
34,2020-03-29,60.0,1,0.4666666666666667,0.4666666666666667
34,2020-04-05,67.0,1,0.417910447761194,0.417910447761194
34,2020-04-12,74.0,1,0.3783783783783784,0.3783783783783784
34,2020-04-19,81.0,2,0.345679012345679,0.691358024691358
34,2020-04-26,88.0,3,0.3333333333333333,1.0
34,2020-05-03,95.0,3,0.3333333333333333,1.0
34,2020-05-10,102.0,3,0.3333333333333333,1.0
35,2020-02-09,20.0,3,1.4,4.199999999999999
35,2020-02-16,27.0,3,1.037037037037037,3.1111111111111107
35,2020-02-23,34.0,3,0.8235294117647058,2.4705882352941178
35,2020-03-01,41.0,3,0.6829268292682927,2.048780487804878
35,2020-03-08,48.0,4,0.5833333333333334,2.3333333333333335
35,2020-03-15,55.0,4,0.509090909090909,2.036363636363636
35,2020-03-22,62.0,4,0.45161290322580644,1.8064516129032258
35,2020-03-29,69.0,4,0.4057971014492754,1.6231884057971016
35,2020-04-05,76.0,4,0.3684210526315789,1.4736842105263157
35,2020-04-12,83.0,4,0.3373493975903614,1.3493975903614457
35,2020-04-19,90.0,2,0.3333333333333333,0.6666666666666666
35,2020-04-26,97.0,2,0.3333333333333333,0.6666666666666666
35,2020-05-03,104.0,1,0.3333333333333333,0.3333333333333333
35,2020-05-10,111.0,2,0.3333333333333333,0.6666666666666666
36,2020-02-23,23.0,1,1.2173913043478262,1.2173913043478262
36,2020-03-01,30.0,1,0.9333333333333333,0.9333333333333333
36,2020-03-08,37.0,1,0.7567567567567568,0.7567567567567568
36,2020-03-15,44.0,1,0.6363636363636364,0.6363636363636364
36,2020-03-22,51.0,1,0.5490196078431373,0.5490196078431373
36,2020-03-29,58.0,1,0.4827586206896552,0.4827586206896552
36,2020-04-05,65.0,1,0.4307692307692308,0.4307692307692308
36,2020-04-12,72.0,1,0.3888888888888889,0.3888888888888889
36,2020-04-19,79.0,2,0.35443037974683544,0.7088607594936709
36,2020-04-26,86.0,2,0.3333333333333333,0.6666666666666666
36,2020-05-03,93.0,2,0.3333333333333333,0.6666666666666666
36,2020-05-10,100.0,2,0.3333333333333333,0.6666666666666666
38,2020-03-29,59.0,1,0.4745762711864407,0.4745762711864407
38,2020-04-05,66.0,1,0.42424242424242425,0.42424242424242425
38,2020-04-12,73.0,1,0.3835616438356164,0.3835616438356164
38,2020-04-19,80.0,1,0.35,0.35
38,2020-04-26,87.0,1,0.3333333333333333,0.3333333333333333
38,2020-05-03,94.0,1,0.3333333333333333,0.3333333333333333
38,2020-05-10,101.0,1,0.3333333333333333,0.3333333333333333
39,2020-04-05,82.0,1,0.34146341463414637,0.34146341463414637
39,2020-04-12,89.0,1,0.3333333333333333,0.3333333333333333
39,2020-04-19,96.0,1,0.3333333333333333,0.3333333333333333
39,2020-04-26,103.0,1,0.3333333333333333,0.3333333333333333
39,2020-05-03,110.0,1,0.3333333333333333,0.3333333333333333
39,2020-05-10,117.0,1,0.3333333333333333,0.3333333333333333
40,2020-02-02,31.0,1,0.9032258064516129,0.9032258064516129
40,2020-02-09,38.0,1,0.7368421052631579,0.7368421052631579
40,2020-02-16,45.0,1,0.6222222222222222,0.6222222222222222
40,2020-02-23,52.0,1,0.5384615384615384,0.5384615384615384
40,2020-03-01,59.0,1,0.4745762711864407,0.4745762711864407
40,2020-03-08,66.0,1,0.42424242424242425,0.42424242424242425
40,2020-03-15,73.0,1,0.3835616438356164,0.3835616438356164
40,2020-03-22,80.0,1,0.35,0.35
40,2020-03-29,87.0,1,0.3333333333333333,0.3333333333333333
40,2020-04-05,94.0,1,0.3333333333333333,0.3333333333333333
40,2020-04-12,101.0,1,0.3333333333333333,0.3333333333333333
40,2020-04-19,108.0,1,0.3333333333333333,0.3333333333333333
41,2020-02-09,23.0,1,1.2173913043478262,1.2173913043478262
41,2020-02-16,30.0,1,0.9333333333333333,0.9333333333333333
41,2020-02-23,37.0,1,0.7567567567567568,0.7567567567567568
41,2020-03-01,44.0,1,0.6363636363636364,0.6363636363636364
41,2020-03-08,51.0,1,0.5490196078431373,0.5490196078431373
41,2020-03-15,58.0,1,0.4827586206896552,0.4827586206896552
41,2020-03-22,65.0,1,0.4307692307692308,0.4307692307692308
41,2020-03-29,72.0,1,0.3888888888888889,0.3888888888888889
41,2020-04-05,79.0,1,0.35443037974683544,0.35443037974683544
41,2020-04-12,86.0,1,0.3333333333333333,0.3333333333333333
42,2020-03-15,53.0,1,0.5283018867924528,0.5283018867924528
42,2020-03-22,60.0,2,0.4666666666666667,0.9333333333333333
42,2020-03-29,67.0,2,0.417910447761194,0.835820895522388
42,2020-04-05,74.0,2,0.3783783783783784,0.7567567567567568
42,2020-04-12,81.0,2,0.345679012345679,0.691358024691358
42,2020-04-19,88.0,2,0.3333333333333333,0.6666666666666666
42,2020-04-26,95.0,3,0.3333333333333333,1.0
42,2020-05-03,102.0,3,0.3333333333333333,1.0
42,2020-05-10,109.0,3,0.3333333333333333,1.0
44,2020-02-09,28.0,1,1.0,1.0
44,2020-02-16,35.0,1,0.8,0.8
44,2020-02-23,42.0,2,0.6666666666666666,1.3333333333333333
44,2020-03-01,49.0,2,0.5714285714285714,1.1428571428571428
44,2020-03-08,56.0,2,0.5,1.0
44,2020-03-15,63.0,2,0.4444444444444444,0.8888888888888888
44,2020-03-22,70.0,2,0.4,0.8
44,2020-03-29,77.0,2,0.36363636363636365,0.7272727272727273
44,2020-04-05,84.0,2,0.3333333333333333,0.6666666666666666
44,2020-04-12,91.0,2,0.3333333333333333,0.6666666666666666
44,2020-04-19,98.0,2,0.3333333333333333,0.6666666666666666
44,2020-04-26,105.0,2,0.3333333333333333,0.6666666666666666
44,2020-05-03,112.0,2,0.3333333333333333,0.6666666666666666
44,2020-05-10,119.0,2,0.3333333333333333,0.6666666666666666
45,2020-04-26,104.0,1,0.3333333333333333,0.3333333333333333
45,2020-05-03,111.0,1,0.3333333333333333,0.3333333333333333
45,2020-05-10,118.0,1,0.3333333333333333,0.3333333333333333
47,2020-05-03,97.0,1,0.3333333333333333,0.3333333333333333
47,2020-05-10,104.0,1,0.3333333333333333,0.3333333333333333
49,2020-03-15,74.0,1,0.3783783783783784,0.3783783783783784
49,2020-03-22,81.0,1,0.345679012345679,0.345679012345679
49,2020-03-29,88.0,1,0.3333333333333333,0.3333333333333333
49,2020-04-05,95.0,1,0.3333333333333333,0.3333333333333333
49,2020-04-12,102.0,1,0.3333333333333333,0.3333333333333333
49,2020-04-19,109.0,1,0.3333333333333333,0.3333333333333333
49,2020-04-26,116.0,1,0.3333333333333333,0.3333333333333333
49,2020-05-03,123.0,1,0.3333333333333333,0.3333333333333333
49,2020-05-10,130.0,1,0.3333333333333333,0.3333333333333333
51,2020-03-15,59.0,1,0.4745762711864407,0.4745762711864407
51,2020-03-22,66.0,1,0.42424242424242425,0.42424242424242425
51,2020-03-29,73.0,2,0.3835616438356164,0.7671232876712328
51,2020-04-05,80.0,2,0.35,0.7
51,2020-04-12,87.0,2,0.3333333333333333,0.6666666666666666
51,2020-04-19,94.0,2,0.3333333333333333,0.6666666666666666
51,2020-04-26,101.0,3,0.3333333333333333,1.0
51,2020-05-03,108.0,3,0.3333333333333333,1.0
51,2020-05-10,115.0,3,0.3333333333333333,1.0
52,2020-04-05,88.0,1,0.3333333333333333,0.3333333333333333
52,2020-04-12,95.0,1,0.3333333333333333,0.3333333333333333
52,2020-04-19,102.0,1,0.3333333333333333,0.3333333333333333
52,2020-04-26,109.0,1,0.3333333333333333,0.3333333333333333
52,2020-05-03,116.0,1,0.3333333333333333,0.3333333333333333
52,2020-05-10,123.0,1,0.3333333333333333,0.3333333333333333
53,2020-02-09,38.0,1,0.7368421052631579,0.7368421052631579
53,2020-02-16,45.0,1,0.6222222222222222,0.6222222222222222
53,2020-02-23,52.0,1,0.5384615384615384,0.5384615384615384
53,2020-03-01,59.0,1,0.4745762711864407,0.4745762711864407
53,2020-03-08,66.0,1,0.42424242424242425,0.42424242424242425
53,2020-03-15,73.0,1,0.3835616438356164,0.3835616438356164
53,2020-03-22,80.0,1,0.35,0.35
53,2020-03-29,87.0,1,0.3333333333333333,0.3333333333333333
53,2020-04-05,94.0,1,0.3333333333333333,0.3333333333333333
53,2020-04-12,101.0,1,0.3333333333333333,0.3333333333333333
53,2020-04-19,108.0,1,0.3333333333333333,0.3333333333333333
53,2020-04-26,115.0,1,0.3333333333333333,0.3333333333333333
54,2020-04-26,111.0,1,0.3333333333333333,0.3333333333333333
54,2020-05-03,118.0,1,0.3333333333333333,0.3333333333333333
54,2020-05-10,125.0,1,0.3333333333333333,0.3333333333333333
55,2020-04-05,91.0,1,0.3333333333333333,0.3333333333333333
55,2020-04-12,98.0,1,0.3333333333333333,0.3333333333333333
55,2020-04-19,105.0,1,0.3333333333333333,0.3333333333333333
55,2020-04-26,112.0,1,0.3333333333333333,0.3333333333333333
55,2020-05-03,119.0,2,0.3333333333333333,0.6666666666666666
55,2020-05-10,126.0,2,0.3333333333333333,0.6666666666666666
56,2020-02-02,18.0,1,1.5555555555555556,1.5555555555555556
56,2020-02-09,25.0,1,1.12,1.12
56,2020-02-16,32.0,1,0.875,0.875
56,2020-02-23,39.0,1,0.717948717948718,0.717948717948718
56,2020-03-01,46.0,1,0.6086956521739131,0.6086956521739131
56,2020-03-08,53.0,1,0.5283018867924528,0.5283018867924528
56,2020-03-15,60.0,1,0.4666666666666667,0.4666666666666667
56,2020-03-22,67.0,1,0.417910447761194,0.417910447761194
56,2020-03-29,74.0,1,0.3783783783783784,0.3783783783783784
56,2020-04-05,81.0,1,0.345679012345679,0.345679012345679
57,2020-04-12,98.0,1,0.3333333333333333,0.3333333333333333
57,2020-04-19,105.0,1,0.3333333333333333,0.3333333333333333
57,2020-04-26,112.0,1,0.3333333333333333,0.3333333333333333
57,2020-05-03,119.0,1,0.3333333333333333,0.3333333333333333
57,2020-05-10,126.0,1,0.3333333333333333,0.3333333333333333
58,2020-02-09,15.0,1,1.8666666666666667,1.8666666666666667
58,2020-02-16,22.0,2,1.2727272727272727,2.5454545454545454
58,2020-02-23,29.0,2,0.9655172413793104,1.9310344827586208
58,2020-03-01,36.0,2,0.7777777777777778,1.5555555555555556
58,2020-03-08,43.0,2,0.6511627906976745,1.302325581395349
58,2020-03-15,50.0,2,0.56,1.12
58,2020-03-22,57.0,2,0.49122807017543857,0.9824561403508771
58,2020-03-29,64.0,2,0.4375,0.875
58,2020-04-05,71.0,2,0.39436619718309857,0.7887323943661971
58,2020-04-12,78.0,2,0.358974358974359,0.717948717948718
58,2020-04-19,85.0,2,0.3333333333333333,0.6666666666666666
58,2020-04-26,92.0,2,0.3333333333333333,0.6666666666666666
58,2020-05-03,99.0,1,0.3333333333333333,0.3333333333333333
61,2020-02-09,19.0,1,1.4736842105263157,1.4736842105263157
61,2020-02-16,26.0,1,1.0769230769230769,1.0769230769230769
61,2020-02-23,33.0,1,0.8484848484848485,0.8484848484848485
61,2020-03-01,40.0,1,0.7,0.7
61,2020-03-08,47.0,1,0.5957446808510638,0.5957446808510638
61,2020-03-15,54.0,1,0.5185185185185185,0.5185185185185185
61,2020-03-22,61.0,2,0.45901639344262296,0.9180327868852459
61,2020-03-29,68.0,2,0.4117647058823529,0.8235294117647058
61,2020-04-05,75.0,2,0.37333333333333335,0.7466666666666667
61,2020-04-12,82.0,2,0.34146341463414637,0.6829268292682927
61,2020-04-19,89.0,2,0.3333333333333333,0.6666666666666666
61,2020-04-26,96.0,3,0.3333333333333333,1.0
61,2020-05-03,103.0,3,0.3333333333333333,1.0
61,2020-05-10,110.0,3,0.3333333333333333,1.0
63,2020-02-09,18.0,1,1.5555555555555556,1.5555555555555556
63,2020-02-16,25.0,1,1.12,1.12
63,2020-02-23,32.0,1,0.875,0.875
63,2020-03-01,39.0,1,0.717948717948718,0.717948717948718
63,2020-03-08,46.0,1,0.6086956521739131,0.6086956521739131
63,2020-03-15,53.0,1,0.5283018867924528,0.5283018867924528
63,2020-03-22,60.0,1,0.4666666666666667,0.4666666666666667
63,2020-03-29,67.0,1,0.417910447761194,0.417910447761194
63,2020-04-05,74.0,1,0.3783783783783784,0.3783783783783784
63,2020-04-12,81.0,1,0.345679012345679,0.345679012345679
63,2020-04-19,88.0,1,0.3333333333333333,0.3333333333333333
64,2020-04-05,87.0,1,0.3333333333333333,0.3333333333333333
64,2020-04-12,94.0,1,0.3333333333333333,0.3333333333333333
64,2020-04-19,101.0,1,0.3333333333333333,0.3333333333333333
64,2020-04-26,108.0,1,0.3333333333333333,0.3333333333333333
64,2020-05-03,115.0,1,0.3333333333333333,0.3333333333333333
64,2020-05-10,122.0,1,0.3333333333333333,0.3333333333333333
65,2020-02-09,20.0,1,1.4,1.4
65,2020-02-16,27.0,1,1.037037037037037,1.037037037037037
65,2020-02-23,34.0,1,0.8235294117647058,0.8235294117647058
65,2020-03-01,41.0,2,0.6829268292682927,1.3658536585365855
65,2020-03-08,48.0,2,0.5833333333333334,1.1666666666666667
65,2020-03-15,55.0,2,0.509090909090909,1.018181818181818
65,2020-03-22,62.0,2,0.45161290322580644,0.9032258064516129
65,2020-03-29,69.0,2,0.4057971014492754,0.8115942028985508
65,2020-04-05,76.0,2,0.3684210526315789,0.7368421052631579
65,2020-04-12,83.0,2,0.3373493975903614,0.6746987951807228
65,2020-04-19,90.0,2,0.3333333333333333,0.6666666666666666
65,2020-04-26,97.0,2,0.3333333333333333,0.6666666666666666
65,2020-05-03,104.0,1,0.3333333333333333,0.3333333333333333
65,2020-05-10,111.0,1,0.3333333333333333,0.3333333333333333
69,2020-05-03,115.0,1,0.3333333333333333,0.3333333333333333
69,2020-05-10,122.0,1,0.3333333333333333,0.3333333333333333
70,2020-04-26,112.0,1,0.3333333333333333,0.3333333333333333
70,2020-05-03,119.0,1,0.3333333333333333,0.3333333333333333
70,2020-05-10,126.0,1,0.3333333333333333,0.3333333333333333
71,2020-02-02,19.0,1,1.4736842105263157,1.4736842105263157
71,2020-02-09,26.0,1,1.0769230769230769,1.0769230769230769
71,2020-02-16,33.0,1,0.8484848484848485,0.8484848484848485
71,2020-02-23,40.0,1,0.7,0.7
71,2020-03-01,47.0,1,0.5957446808510638,0.5957446808510638
71,2020-03-08,54.0,1,0.5185185185185185,0.5185185185185185
71,2020-03-15,61.0,2,0.45901639344262296,0.9180327868852459
71,2020-03-22,68.0,2,0.4117647058823529,0.8235294117647058
71,2020-03-29,75.0,2,0.37333333333333335,0.7466666666666667
71,2020-04-05,82.0,2,0.34146341463414637,0.6829268292682927
71,2020-04-12,89.0,1,0.3333333333333333,0.3333333333333333
71,2020-04-19,96.0,1,0.3333333333333333,0.3333333333333333
71,2020-04-26,103.0,1,0.3333333333333333,0.3333333333333333
