account_id,observation_date,is_churn,like_per_month,newfriend_per_month,post_per_month,adview_per_month,dislike_per_month,unfriend_per_month,message_per_month,reply_per_month,account_tenure,adview_per_post,reply_per_message,like_per_post,post_per_message,unfriend_per_newfriend,dislike_pcnt,unfriend_per_newfriend_scaled,newfriend_pcnt_chng,days_since_newfriend,unfriend_28day_avg_84day_obs,unfriend_28day_avg_84day_obs_scaled
1054,2020-03-01,False,24.0,1.0,1.0,0.0,2.0,0.0,66.0,25.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1113,2020-03-01,False,23.0,2.0,30.0,15.0,16.0,0.0,10.0,2.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1130,2020-03-01,False,510.0,8.0,27.0,52.0,77.0,0.0,6.0,2.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1163,2020-03-01,False,524.0,17.0,233.0,262.0,48.0,0.0,44.0,11.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1204,2020-03-01,False,163.0,10.0,76.0,64.0,12.0,0.0,13.0,8.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1242,2020-03-01,False,10.0,3.0,33.0,7.0,6.0,1.0,24.0,2.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1243,2020-03-01,False,70.0,5.0,13.0,21.0,21.0,1.0,303.0,29.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1375,2020-03-01,False,15.0,3.0,3.0,14.0,3.0,1.0,29.0,4.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1447,2020-03-01,False,76.0,3.0,18.0,10.0,6.0,1.0,37.0,9.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1565,2020-03-01,False,80.0,10.0,8.0,7.0,3.0,0.0,12.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1602,2020-03-01,False,82.0,1.0,119.0,62.0,4.0,0.0,9.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1637,2020-03-01,False,19.0,9.0,12.0,20.0,18.0,0.0,29.0,12.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654,2020-03-01,False,23.0,10.0,91.0,113.0,5.0,0.0,68.0,26.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719,2020-03-01,False,42.0,13.0,22.0,37.0,21.0,0.0,15.0,14.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1725,2020-03-01,False,80.0,3.0,13.0,36.0,5.0,0.0,10.0,9.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1748,2020-03-01,False,32.0,12.0,167.0,126.0,11.0,0.0,4.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752,2020-03-01,False,9.0,4.0,12.0,13.0,3.0,0.0,5.0,2.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1792,2020-03-01,False,50.0,3.0,5.0,19.0,1.0,0.0,5.0,2.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1795,2020-03-01,False,46.0,5.0,66.0,23.0,43.0,2.0,311.0,91.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1828,2020-03-01,False,19.0,1.0,0.0,1.0,0.0,1.0,11.0,2.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1899,2020-03-01,False,51.0,9.0,11.0,19.0,4.0,0.0,34.0,4.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1918,2020-03-01,False,363.0,11.0,184.0,668.0,85.0,1.0,42.0,15.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1930,2020-03-01,False,38.0,9.0,41.0,6.0,42.0,0.0,42.0,24.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1943,2020-03-01,False,195.0,7.0,17.0,58.0,15.0,0.0,11.0,2.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1951,2020-03-01,False,722.0,16.0,885.0,109.0,89.0,1.0,116.0,52.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,2020-03-01,False,91.0,3.0,14.0,44.0,22.0,0.0,449.0,62.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1957,2020-03-01,False,502.0,11.0,35.0,47.0,22.0,0.0,212.0,49.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2055,2020-03-01,False,22.0,2.0,4.0,33.0,32.0,0.0,11.0,6.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2066,2020-03-01,False,33.0,14.0,83.0,48.0,12.0,0.0,111.0,46.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2097,2020-03-01,False,53.0,5.0,31.0,56.0,1.0,1.0,102.0,36.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2128,2020-03-01,False,22.0,1.0,5.0,5.0,6.0,0.0,52.0,19.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2159,2020-03-01,False,76.0,14.0,222.0,57.0,44.0,0.0,1.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2172,2020-03-01,False,87.0,10.0,44.0,27.0,39.0,1.0,185.0,75.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2204,2020-03-01,False,79.0,1.0,21.0,21.0,3.0,0.0,3.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2227,2020-03-01,False,56.0,9.0,74.0,32.0,4.0,0.0,63.0,30.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2232,2020-03-01,False,172.0,19.0,35.0,55.0,65.0,0.0,11.0,5.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2257,2020-03-01,False,78.0,4.0,6.0,20.0,6.0,1.0,8.0,8.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2261,2020-03-01,False,147.0,1.0,13.0,101.0,5.0,0.0,13.0,2.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2271,2020-03-01,False,7.0,2.0,23.0,2.0,3.0,0.0,1.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2302,2020-03-01,False,385.0,3.0,43.0,53.0,115.0,2.0,49.0,6.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2324,2020-03-01,False,17.0,1.0,4.0,10.0,5.0,0.0,2.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2379,2020-03-01,False,7.0,1.0,28.0,10.0,3.0,1.0,284.0,92.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2432,2020-03-01,False,78.0,4.0,85.0,25.0,30.0,2.0,103.0,42.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2441,2020-03-01,True,4.0,1.0,11.0,9.0,3.0,0.0,15.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2479,2020-03-01,False,17.0,3.0,20.0,33.0,9.0,0.0,2.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2543,2020-03-01,False,65.0,25.0,37.0,29.0,6.0,1.0,80.0,20.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2565,2020-03-01,False,74.0,1.0,15.0,11.0,17.0,1.0,57.0,25.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2578,2020-03-01,False,45.0,15.0,84.0,47.0,30.0,0.0,9.0,12.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2616,2020-03-01,False,20.0,2.0,30.0,13.0,11.0,1.0,36.0,14.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2618,2020-03-01,False,84.0,7.0,99.0,82.0,12.0,0.0,80.0,29.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2623,2020-03-01,False,30.0,10.0,48.0,49.0,126.0,0.0,56.0,30.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2649,2020-03-01,False,66.0,6.0,40.0,32.0,18.0,0.0,67.0,7.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2676,2020-03-01,False,73.0,4.0,34.0,96.0,4.0,0.0,79.0,20.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2698,2020-03-01,False,8.0,0.0,8.0,8.0,0.0,0.0,26.0,12.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2703,2020-03-01,False,0.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2718,2020-03-01,False,18.0,3.0,28.0,9.0,1.0,1.0,14.0,8.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2721,2020-03-01,False,20.0,0.0,5.0,2.0,10.0,0.0,71.0,13.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2723,2020-03-01,False,17.0,3.0,4.0,12.0,9.0,0.0,49.0,22.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2736,2020-03-01,True,16.0,1.0,14.0,12.0,3.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2757,2020-03-01,False,66.0,7.0,31.0,35.0,7.0,1.0,33.0,9.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2790,2020-03-01,False,5.0,1.0,1.0,0.0,2.0,1.0,52.0,30.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2811,2020-03-01,False,14.0,2.0,4.0,1.0,2.0,2.0,105.0,12.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2812,2020-03-01,False,61.0,0.0,19.0,7.0,2.0,0.0,3.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2814,2020-03-01,False,444.0,13.0,471.0,576.0,21.0,0.0,32.0,11.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2832,2020-03-01,False,90.0,6.0,32.0,22.0,118.0,0.0,44.0,5.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2854,2020-03-01,False,11.0,0.0,9.0,0.0,5.0,0.0,62.0,35.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2869,2020-03-01,False,8.0,1.0,6.0,5.0,26.0,0.0,19.0,8.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2935,2020-03-01,False,29.0,0.0,0.0,2.0,5.0,0.0,66.0,34.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2964,2020-03-01,False,34.0,3.0,3.0,12.0,2.0,1.0,63.0,26.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2975,2020-03-01,False,13.0,2.0,5.0,7.0,19.0,0.0,4.0,2.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3012,2020-03-01,False,95.0,10.0,78.0,70.0,13.0,0.0,11.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3029,2020-03-01,True,19.0,1.0,9.0,29.0,8.0,0.0,16.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3073,2020-03-01,False,113.0,16.0,55.0,23.0,54.0,0.0,30.0,8.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3168,2020-03-01,False,215.0,8.0,70.0,46.0,28.0,0.0,20.0,13.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3196,2020-03-01,False,302.0,14.0,99.0,78.0,122.0,0.0,23.0,19.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3204,2020-03-01,False,1.0,4.0,11.0,7.0,5.0,0.0,5.0,3.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3220,2020-03-01,True,7.0,4.0,8.0,4.0,0.0,0.0,29.0,3.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3221,2020-03-01,False,136.0,11.0,14.0,73.0,6.0,1.0,1138.0,432.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3246,2020-03-01,False,9.0,4.0,33.0,15.0,10.0,1.0,251.0,98.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3260,2020-03-01,False,2.0,0.0,5.0,2.0,6.0,1.0,50.0,8.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3286,2020-03-01,False,26.0,3.0,1.0,4.0,2.0,1.0,20.0,7.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3335,2020-03-01,False,45.0,6.0,30.0,13.0,27.0,0.0,47.0,25.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3370,2020-03-01,False,258.0,13.0,32.0,114.0,66.0,0.0,734.0,226.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3372,2020-03-01,False,5.0,1.0,2.0,3.0,4.0,0.0,231.0,78.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3444,2020-03-01,False,16.0,13.0,27.0,20.0,7.0,0.0,171.0,69.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3470,2020-03-01,True,364.0,9.0,44.0,20.0,17.0,0.0,9.0,3.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3475,2020-03-01,False,103.0,9.0,82.0,74.0,62.0,0.0,11.0,4.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3551,2020-03-01,False,44.0,3.0,6.0,8.0,34.0,0.0,43.0,23.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3553,2020-03-01,False,30.0,5.0,4.0,7.0,3.0,0.0,177.0,70.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3599,2020-03-01,False,171.0,26.0,23.0,106.0,11.0,0.0,17.0,2.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3632,2020-03-01,False,67.0,9.0,62.0,59.0,9.0,0.0,15.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3684,2020-03-01,False,15.0,4.0,35.0,24.0,19.0,0.0,31.0,7.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3823,2020-03-01,False,24.0,2.0,26.0,12.0,23.0,0.0,23.0,3.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3841,2020-03-01,True,48.0,5.0,87.0,18.0,18.0,0.0,4.0,2.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3873,2020-03-01,False,82.0,7.0,29.0,49.0,64.0,0.0,331.0,125.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3895,2020-03-01,False,32.0,11.0,16.0,18.0,28.0,2.0,62.0,11.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3945,2020-03-01,False,85.0,0.0,29.0,13.0,9.0,1.0,235.0,120.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3960,2020-03-01,False,184.0,3.0,53.0,54.0,7.0,0.0,23.0,13.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3990,2020-03-01,False,142.0,12.0,42.0,54.0,35.0,0.0,74.0,53.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3991,2020-03-01,False,139.0,4.0,50.0,59.0,82.0,0.0,129.0,44.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4036,2020-03-01,False,74.0,4.0,5.0,58.0,5.0,0.0,93.0,49.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4055,2020-03-01,False,4.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4065,2020-03-01,False,62.0,10.0,19.0,66.0,30.0,0.0,85.0,10.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4068,2020-03-01,False,46.0,2.0,52.0,16.0,11.0,0.0,5.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4107,2020-03-01,False,78.0,1.0,19.0,22.0,15.0,1.0,89.0,32.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4116,2020-03-01,False,53.0,3.0,78.0,18.0,16.0,0.0,10.0,5.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4193,2020-03-01,False,77.0,3.0,25.0,42.0,3.0,0.0,7.0,2.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4249,2020-03-01,False,37.0,0.0,18.0,34.0,36.0,0.0,54.0,23.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4280,2020-03-01,False,40.0,8.0,29.0,43.0,6.0,1.0,10.0,18.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4306,2020-03-01,False,19.0,1.0,6.0,4.0,5.0,0.0,21.0,2.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4338,2020-03-01,False,94.0,3.0,33.0,56.0,7.0,0.0,32.0,8.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4343,2020-03-01,False,239.0,3.0,19.0,67.0,6.0,0.0,378.0,35.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4372,2020-03-01,False,96.0,11.0,122.0,56.0,36.0,0.0,53.0,17.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4409,2020-03-01,False,312.0,35.0,139.0,123.0,2.0,1.0,15.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
